ls
ls
<CR>
         TIME          Size       File name 
----A 2021/02/16 14:11     11232  0216
----A 2021/02/16 08:13    128000  02160758
----A 2021/02/16 08:31    128000  02160815
----A 2021/02/16 08:47    128000  02160832
----A 2021/02/16 09:05    128000  02160849
----A 2021/02/16 09:21    128000  02160906
----A 2021/02/16 09:39    128000  02160923
----A 2021/02/16 09:55    128000  02160940
----A 2021/02/16 10:13    128000  02160957
----A 2021/02/16 10:29    128000  02161014
----A 2021/02/16 10:47    128000  02161031
----A 2021/02/16 11:03    128000  02161048
----A 2021/02/16 11:21    128000  02161105
----A 2021/02/16 11:37    128000  02161122
----A 2021/02/16 11:54    128000  02161139
----A 2021/02/16 12:11    128000  02161156
----A 2021/02/16 12:30    128000  02161213
----A 2021/02/16 12:47    128000  02161230
----A 2021/02/16 13:02    128000  02161247
----A 2021/02/16 13:19    128000  02161304
----A 2021/02/16 13:38    128000  02161321
----A 2021/02/16 13:55    128000  02161338
----A 2021/02/16 13:55      2560  02161355
----A 2021/02/17 13:43     10192  0217
----A 2021/02/17 08:15    128000  02170800
----A 2021/02/17 08:32    128000  02170817
----A 2021/02/17 08:49    128000  02170834
----A 2021/02/17 09:06    128000  02170851
----A 2021/02/17 09:23    128000  02170908
----A 2021/02/17 09:40    128000  02170925
----A 2021/02/17 09:57    128000  02170942
----A 2021/02/17 10:14    128000  02170959
----A 2021/02/17 10:31    128000  02171016
----A 2021/02/17 10:48    128000  02171033
----A 2021/02/17 11:05    128000  02171050
----A 2021/02/17 11:22    128000  02171107
----A 2021/02/17 11:39    128000  02171124
----A 2021/02/17 11:56    128000  02171141
----A 2021/02/17 12:13    128000  02171158
----A 2021/02/17 12:30    128000  02171215
----A 2021/02/17 12:47    128000  02171232
----A 2021/02/17 13:04    128000  02171249
----A 2021/02/17 13:21    128000  02171306
----A 2021/02/17 13:38    128000  02171323
----A 2021/02/17 13:40      2560  02171340
----A 2021/02/19 13:15      8424  0219
----A 2021/02/19 08:07      2560  02190805
----A 2021/02/19 09:08    128000  02190853
----A 2021/02/19 09:25    128000  02190910
----A 2021/02/19 09:42    128000  02190927
----A 2021/02/19 09:59    128000  02190944
----A 2021/02/19 10:16    128000  02191001
----A 2021/02/19 10:33    128000  02191018
----A 2021/02/19 10:50    128000  02191035
----A 2021/02/19 11:07    128000  02191052
----A 2021/02/19 11:24    128000  02191109
----A 2021/02/19 11:41    128000  02191126
----A 2021/02/19 11:58    128000  02191143
----A 2021/02/19 12:15    128000  02191200
----A 2021/02/19 12:32    128000  02191217
----A 2021/02/19 12:49    128000  02191234
----A 2021/02/19 13:06    128000  02191251
----A 2021/02/19 13:08      2560  02191308
----A 2021/02/20 12:43      7248  0220
----A 2021/02/20 08:54    128000  02200839
----A 2021/02/20 09:11    128000  02200856
----A 2021/02/20 09:28    128000  02200913
----A 2021/02/20 09:45    128000  02200930
----A 2021/02/20 10:02    128000  02200947
----A 2021/02/20 10:19    128000  02201004
----A 2021/02/20 10:36    128000  02201021
----A 2021/02/20 10:53    128000  02201038
----A 2021/02/20 11:10    128000  02201055
----A 2021/02/20 11:27    128000  02201112
----A 2021/02/20 11:45    128000  02201129
----A 2021/02/20 12:01    128000  02201146
----A 2021/02/20 12:19    128000  02201203
----A 2021/02/20 12:35    128000  02201220
----A 2021/02/20 12:37      2560  02201237
----A 2021/02/23 13:51     10544  0223
----A 2021/02/23 08:03    128000  02230748
----A 2021/02/23 08:21    128000  02230805
----A 2021/02/23 08:37    128000  02230822
----A 2021/02/23 08:55    128000  02230839
----A 2021/02/23 09:11    128000  02230856
----A 2021/02/23 09:29    128000  02230913
----A 2021/02/23 09:45    128000  02230930
----A 2021/02/23 10:03    128000  02230947
----A 2021/02/23 10:19    128000  02231004
----A 2021/02/23 10:37    128000  02231021
----A 2021/02/23 10:53    128000  02231038
----A 2021/02/23 11:11    128000  02231055
----A 2021/02/23 11:27    128000  02231112
----A 2021/02/23 11:45    128000  02231129
----A 2021/02/23 12:01    128000  02231146
----A 2021/02/23 12:19    128000  02231203
----A 2021/02/23 12:35    128000  02231220
----A 2021/02/23 12:53    128000  02231237
----A 2021/02/23 13:09    128000  02231254
----A 2021/02/23 13:27    128000  02231311
----A 2021/02/23 13:43    128000  02231328
----A 2021/02/23 13:45      2560  02231345

 102 File(s),  11711000 bytes total
